Name,Species,Weight_g,Weight_g.Ln,Length_cm,Length_cm.Ln,Height_pct,Height_pct.Ln,Width_pct,Width_pct.Ln
Bream,1,242.0,5.48893772615669,30.0,3.4011973816621603,38.4,3.64805745959368,13.4,2.59525470695687
Bream,1,290.0,5.66988092298052,31.2,3.44041809481544,40.0,3.68887945411394,13.8,2.62466859216316
Bream,1,340.0,5.82894561761021,31.1,3.4372078191851902,39.8,3.68386691229039,15.1,2.71469474382088
Bream,1,363.0,5.89440283426485,33.5,3.51154543883102,38.0,3.63758615972639,13.3,2.58776403522771
Bream,1,430.0,6.0637852086876105,34.0,3.5263605246161602,36.6,3.6000482404073195,15.1,2.71469474382088
Bream,1,450.0,6.109247582764371,34.7,3.5467396869528103,39.2,3.6686767467964203,14.2,2.65324196460721
Bream,1,500.0,6.21460809842219,34.5,3.54095932403731,41.1,3.71600812150219,15.3,2.7278528283983903
Bream,1,390.0,5.96614673912369,35.0,3.5553480614894104,36.2,3.58905911883173,13.4,2.59525470695687
Bream,1,450.0,6.109247582764371,35.1,3.5582011304718195,39.9,3.6863763238958196,13.8,2.62466859216316
Bream,1,500.0,6.21460809842219,36.2,3.58905911883173,39.3,3.6712245188752206,13.7,2.61739583283408
Bream,1,475.0,6.1633148040346395,36.2,3.58905911883173,39.4,3.67376581630389,14.1,2.6461747973841203
Bream,1,500.0,6.21460809842219,36.2,3.58905911883173,39.7,3.68135118769314,13.3,2.58776403522771
Bream,1,500.0,6.21460809842219,36.4,3.5945687746427,37.8,3.63230910262554,12.0,2.484906649788
Bream,1,,,37.3,3.61899332664977,37.3,3.61899332664977,13.6,2.6100697927420096
Bream,1,600.0,6.39692965521615,37.2,3.6163087612791003,40.2,3.6938669956249797,13.9,2.63188884013665
Bream,1,600.0,6.39692965521615,37.2,3.6163087612791003,41.5,3.72569342723665,15.0,2.7080502011022096
Bream,1,700.0,6.551080335043401,38.3,3.6454498961866,38.8,3.65842024662923,13.8,2.62466859216316
Bream,1,700.0,6.551080335043401,38.5,3.65065824129374,38.8,3.65842024662923,13.5,2.6026896854443797
Bream,1,610.0,6.413458957167361,38.6,3.65325227647079,40.5,3.7013019741124906,13.3,2.58776403522771
Bream,1,650.0,6.47697236288968,38.7,3.65583960003574,37.4,3.6216707044204903,14.8,2.69462718077007
Bream,1,575.0,6.354370040797349,39.5,3.6763006719070797,38.3,3.6454498961866,14.1,2.6461747973841203
Bream,1,685.0,6.52941883826223,39.2,3.6686767467964203,40.8,3.70868208141012,13.7,2.61739583283408
Bream,1,620.0,6.429719478039139,39.7,3.68135118769314,39.1,3.6661224669913195,13.3,2.58776403522771
Bream,1,680.0,6.52209279817015,40.6,3.7037680666076898,38.1,3.64021428213266,15.1,2.71469474382088
Bream,1,700.0,6.551080335043401,40.5,3.7013019741124906,40.1,3.69137633431252,13.8,2.62466859216316
Bream,1,725.0,6.586171654854669,40.9,3.71113006304876,40.0,3.68887945411394,14.8,2.69462718077007
Bream,1,720.0,6.5792512120101,40.6,3.7037680666076898,40.3,3.69635146895264,15.0,2.7080502011022096
Bream,1,714.0,6.57088296233958,41.5,3.72569342723665,39.8,3.68386691229039,14.1,2.6461747973841203
Bream,1,850.0,6.74523634948436,41.6,3.72810016726722,40.6,3.7037680666076898,14.9,2.7013612129514106
Bream,1,1000.0,6.9077552789821395,42.6,3.75185425327532,44.5,3.79548918917219,15.5,2.7408400239252
Bream,1,920.0,6.824373670043089,44.1,3.7864597824527997,40.9,3.71113006304876,14.3,2.6602595372658597
Bream,1,955.0,6.86171134048073,44.0,3.7841896339182597,41.1,3.71600812150219,14.3,2.6602595372658597
Bream,1,925.0,6.8297937375124205,45.3,3.8133070324889906,41.4,3.72328088083127,14.9,2.7013612129514106
Bream,1,975.0,6.88243747099785,45.9,3.8264651170665003,40.6,3.7037680666076898,14.7,2.68784749378469
Bream,1,950.0,6.856461984594589,46.5,3.83945231259331,37.9,3.63495111208838,13.7,2.61739583283408
Whitefish,2,270.0,5.5984219589983795,28.7,3.35689712276558,29.2,3.3741687092742403,14.8,2.69462718077007
Whitefish,2,270.0,5.5984219589983795,29.3,3.37758751602302,27.8,3.32503602069659,14.5,2.6741486494265296
Whitefish,2,306.0,5.72358510195238,30.8,3.42751468997953,28.5,3.3499040872746004,15.2,2.72129542785223
Whitefish,2,540.0,6.29156913955832,34.0,3.5263605246161602,31.6,3.45315712059287,19.3,2.96010509591084
Whitefish,2,800.0,6.68461172766793,39.6,3.6788291182604302,29.7,3.3911470458086495,16.6,2.8094026953625
Whitefish,2,1000.0,6.9077552789821395,43.5,3.7727609380946405,28.4,3.34638914516716,15.0,2.7080502011022096
Roach,3,40.0,3.68887945411394,16.2,2.78501124223834,25.6,3.24259235148552,14.0,2.6390573296152597
Roach,3,69.0,4.23410650459726,20.3,3.01062088604774,26.1,3.2619353143286496,13.9,2.63188884013665
Roach,3,78.0,4.35670882668959,21.2,3.0540011816779704,26.3,3.26956893918372,13.7,2.61739583283408
Roach,3,87.0,4.46590811865458,22.2,3.10009228887823,25.3,3.2308043957334704,14.3,2.6602595372658597
Roach,3,120.0,4.787491742782049,22.2,3.10009228887823,28.0,3.3322045101752003,16.1,2.7788192719904194
Roach,3,,,22.8,3.1267605359604,28.4,3.34638914516716,14.7,2.68784749378469
Roach,3,110.0,4.70048036579242,23.1,3.13983261752775,26.7,3.2846635654062,14.7,2.68784749378469
Roach,3,120.0,4.787491742782049,23.7,3.1654750481410896,25.8,3.25037449192757,13.9,2.63188884013665
Roach,3,150.0,5.010635294096259,24.7,3.20680324363393,23.5,3.15700042115011,15.2,2.72129542785223
Roach,3,145.0,4.976733742420571,24.3,3.1904763503465,27.3,3.30688670219091,14.6,2.68102152871429
Roach,3,160.0,5.07517381523383,25.3,3.2308043957334704,27.8,3.32503602069659,15.1,2.71469474382088
Roach,3,140.0,4.9416424226093,25.0,3.2188758248682006,26.2,3.26575941076705,13.3,2.58776403522771
Roach,3,160.0,5.07517381523383,25.0,3.2188758248682006,25.6,3.24259235148552,15.2,2.72129542785223
Roach,3,169.0,5.12989871492307,27.2,3.30321697330195,27.7,3.3214324131932904,14.1,2.6461747973841203
Roach,3,161.0,5.08140436498446,26.7,3.2846635654062,25.9,3.25424296870549,13.6,2.6100697927420096
Roach,3,200.0,5.29831736654804,26.8,3.28840188751681,27.6,3.3178157727231,15.4,2.73436750941958
Roach,3,180.0,5.1929568508902095,27.9,3.32862668882732,25.4,3.2347491740244902,14.0,2.6390573296152597
Roach,3,290.0,5.66988092298052,29.2,3.3741687092742403,30.4,3.41444260841218,15.4,2.73436750941958
Roach,3,272.0,5.605802066296,30.6,3.4210000089583397,28.0,3.3322045101752003,15.6,2.7472709142554903
Roach,3,390.0,5.96614673912369,35.0,3.5553480614894104,27.1,3.29953372788566,15.3,2.7278528283983903
Parkki,4,55.0,4.00733318523247,16.5,2.80336038090653,41.5,3.72569342723665,14.1,2.6461747973841203
Parkki,4,60.0,4.0943445622220995,17.4,2.85647020622048,37.8,3.63230910262554,13.3,2.58776403522771
Parkki,4,90.0,4.4998096703302695,19.8,2.98568193770049,37.4,3.6216707044204903,13.5,2.6026896854443797
Parkki,4,120.0,4.787491742782049,21.3,3.0587070727153796,39.4,3.67376581630389,13.7,2.61739583283408
Parkki,4,150.0,5.010635294096259,22.4,3.1090609588609905,39.7,3.68135118769314,14.7,2.68784749378469
Parkki,4,140.0,4.9416424226093,23.2,3.14415227867226,36.8,3.6054978451748902,14.2,2.65324196460721
Parkki,4,170.0,5.135798437050259,23.2,3.14415227867226,40.5,3.7013019741124906,14.7,2.68784749378469
Parkki,4,145.0,4.976733742420571,24.1,3.1822118404966098,40.4,3.6988297849671,13.1,2.5726122302071097
Parkki,4,200.0,5.29831736654804,25.8,3.25037449192757,40.1,3.69137633431252,14.2,2.65324196460721
Parkki,4,273.0,5.609471795184961,28.0,3.3322045101752003,39.6,3.6788291182604302,14.8,2.69462718077007
Parkki,4,300.0,5.7037824746562,29.0,3.36729582998647,39.2,3.6686767467964203,14.6,2.68102152871429
Smelt,5,6.7,1.9021075263969198,10.8,2.37954613413017,16.1,2.7788192719904194,9.7,2.27212588550934
Smelt,5,7.5,2.0149030205422602,11.6,2.45100509811232,17.0,2.83321334405622,10.0,2.30258509299405
Smelt,5,7.0,1.9459101490553101,11.6,2.45100509811232,14.9,2.7013612129514106,9.9,2.2925347571405403
Smelt,5,9.7,2.27212588550934,12.0,2.484906649788,18.3,2.90690105984738,11.5,2.4423470353692003
Smelt,5,9.8,2.2823823856765295,12.4,2.5176964726109903,16.8,2.8213788864092098,10.3,2.33214389523559
Smelt,5,8.7,2.16332302566054,12.6,2.5336968139574303,15.7,2.7536607123542596,10.2,2.32238772029023
Smelt,5,10.0,2.30258509299405,13.1,2.5726122302071097,16.9,2.82731362192903,9.8,2.2823823856765295
Smelt,5,9.9,2.2925347571405403,13.1,2.5726122302071097,16.9,2.82731362192903,8.9,2.18605127673809
Smelt,5,9.8,2.2823823856765295,13.2,2.58021682959233,16.7,2.81540871942271,8.7,2.16332302566054
Smelt,5,12.2,2.50143595173921,13.4,2.59525470695687,15.6,2.7472709142554903,10.4,2.34180580614733
Smelt,5,13.4,2.59525470695687,13.5,2.6026896854443797,18.0,2.89037175789616,9.4,2.24070968927596
Smelt,5,12.2,2.50143595173921,13.8,2.62466859216316,16.5,2.80336038090653,9.1,2.2082744135228
Smelt,5,19.7,2.98061863574394,15.2,2.72129542785223,18.9,2.9391619220656002,13.6,2.6100697927420096
Smelt,5,19.9,2.9907197317304504,16.2,2.78501124223834,18.1,2.89591193827178,11.6,2.45100509811232
Pike,6,200.0,5.29831736654804,34.8,3.54961738678043,16.0,2.77258872223978,9.7,2.27212588550934
Pike,6,300.0,5.7037824746562,37.8,3.63230910262554,15.1,2.71469474382088,11.0,2.3978952727983702
Pike,6,300.0,5.7037824746562,38.8,3.65842024662923,15.3,2.7278528283983903,11.3,2.42480272571829
Pike,6,300.0,5.7037824746562,39.8,3.68386691229039,15.8,2.7600099400329197,10.1,2.3125354238472102
Pike,6,430.0,6.0637852086876105,40.5,3.7013019741124906,18.0,2.89037175789616,11.3,2.42480272571829
Pike,6,345.0,5.843544417031361,41.0,3.71357206670431,15.6,2.7472709142554903,9.7,2.27212588550934
Pike,6,456.0,6.12249280951439,45.5,3.8177123259569,16.0,2.77258872223978,9.5,2.2512917986065
Pike,6,510.0,6.23441072571837,45.5,3.8177123259569,15.0,2.7080502011022096,9.8,2.2823823856765295
Pike,6,540.0,6.29156913955832,45.8,3.82428409112014,17.0,2.83321334405622,11.2,2.4159137783010496
Pike,6,500.0,6.21460809842219,48.0,3.8712010109078903,14.5,2.6741486494265296,10.2,2.32238772029023
Pike,6,567.0,6.34035930372775,48.7,3.88567903008854,16.0,2.77258872223978,10.0,2.30258509299405
Pike,6,770.0,6.64639051484773,51.2,3.9357395320454596,15.0,2.7080502011022096,10.5,2.35137525716348
Pike,6,950.0,6.856461984594589,55.1,4.00914971615887,16.2,2.78501124223834,11.2,2.4159137783010496
Pike,6,1250.0,7.130898830296349,59.7,4.08933202039856,17.9,2.88480071284671,11.7,2.45958884180371
Pike,6,1600.0,7.377758908227871,64.0,4.15888308335967,15.0,2.7080502011022096,9.6,2.26176309847379
Pike,6,1550.0,7.346010209913289,64.0,4.15888308335967,15.0,2.7080502011022096,9.6,2.26176309847379
Pike,6,1650.0,7.408530566894631,68.0,4.21950770517611,15.9,2.76631910922619,11.0,2.3978952727983702
Perch,7,5.9,1.77495235091167,8.8,2.1747517214841596,24.0,3.1780538303479506,16.0,2.77258872223978
Perch,7,32.0,3.4657359027997297,14.7,2.68784749378469,24.0,3.1780538303479506,13.6,2.6100697927420096
Perch,7,40.0,3.68887945411394,16.0,2.77258872223978,23.9,3.1738784589374704,15.2,2.72129542785223
Perch,7,51.5,3.9415818076696896,17.2,2.8449093838194104,26.7,3.2846635654062,15.3,2.7278528283983903
Perch,7,70.0,4.248495242049359,18.5,2.91777073208428,24.8,3.2108436531709397,15.9,2.76631910922619
Perch,7,100.0,4.60517018598809,19.2,2.95491027903374,27.2,3.30321697330195,17.3,2.85070650150373
Perch,7,78.0,4.35670882668959,19.4,2.96527306606928,26.8,3.28840188751681,16.1,2.7788192719904194
Perch,7,80.0,4.382026634673879,20.2,3.00568260440716,27.9,3.32862668882732,15.1,2.71469474382088
Perch,7,85.0,4.44265125649032,20.8,3.03495298670727,24.7,3.20680324363393,14.6,2.68102152871429
Perch,7,85.0,4.44265125649032,21.0,3.0445224377234195,24.2,3.1863526331626404,13.2,2.58021682959233
Perch,7,110.0,4.70048036579242,22.5,3.1135153092103702,25.3,3.2308043957334704,15.8,2.7600099400329197
Perch,7,115.0,4.74493212836325,22.5,3.1135153092103702,26.3,3.26956893918372,14.7,2.68784749378469
Perch,7,125.0,4.8283137373023,22.5,3.1135153092103702,25.3,3.2308043957334704,16.3,2.79116510781272
Perch,7,130.0,4.86753445045558,22.8,3.1267605359604,28.0,3.3322045101752003,15.5,2.7408400239252
Perch,7,120.0,4.787491742782049,23.5,3.15700042115011,26.0,3.25809653802148,14.5,2.6741486494265296
Perch,7,120.0,4.787491742782049,23.5,3.15700042115011,24.0,3.1780538303479506,15.0,2.7080502011022096
Perch,7,130.0,4.86753445045558,23.5,3.15700042115011,26.0,3.25809653802148,15.0,2.7080502011022096
Perch,7,135.0,4.90527477843843,23.5,3.15700042115011,25.0,3.2188758248682006,15.0,2.7080502011022096
Perch,7,110.0,4.70048036579242,23.5,3.15700042115011,23.5,3.15700042115011,17.0,2.83321334405622
Perch,7,130.0,4.86753445045558,24.0,3.1780538303479506,24.4,3.1945831322991602,15.1,2.71469474382088
Perch,7,150.0,5.010635294096259,24.0,3.1780538303479506,28.3,3.3428618046491896,15.1,2.71469474382088
Perch,7,145.0,4.976733742420571,24.2,3.1863526331626404,24.6,3.20274644293832,15.0,2.7080502011022096
Perch,7,150.0,5.010635294096259,24.5,3.19867311755068,21.3,3.0587070727153796,14.8,2.69462718077007
Perch,7,170.0,5.135798437050259,25.0,3.2188758248682006,25.1,3.22286784613774,14.9,2.7013612129514106
Perch,7,225.0,5.416100402204419,25.5,3.23867845216438,28.6,3.3534067178258105,14.6,2.68102152871429
Perch,7,145.0,4.976733742420571,25.5,3.23867845216438,25.0,3.2188758248682006,15.0,2.7080502011022096
Perch,7,188.0,5.23644196282995,26.2,3.26575941076705,25.7,3.24649099190117,15.9,2.76631910922619
Perch,7,180.0,5.1929568508902095,26.5,3.27714473299218,24.3,3.1904763503465,13.9,2.63188884013665
Perch,7,197.0,5.28320372873799,27.0,3.29583686600433,24.3,3.1904763503465,15.7,2.7536607123542596
Perch,7,218.0,5.38449506278909,28.0,3.3322045101752003,25.6,3.24259235148552,14.8,2.69462718077007
Perch,7,300.0,5.7037824746562,28.7,3.35689712276558,29.0,3.36729582998647,17.9,2.88480071284671
Perch,7,260.0,5.560681631015531,28.9,3.3638415951183904,24.8,3.2108436531709397,15.0,2.7080502011022096
Perch,7,265.0,5.579729825986219,28.9,3.3638415951183904,24.4,3.1945831322991602,15.0,2.7080502011022096
Perch,7,250.0,5.52146091786225,28.9,3.3638415951183904,25.2,3.22684399451738,15.8,2.7600099400329197
Perch,7,250.0,5.52146091786225,29.4,3.3809946743446404,26.6,3.2809112157876497,14.3,2.6602595372658597
Perch,7,300.0,5.7037824746562,30.1,3.40452517175483,25.2,3.22684399451738,15.4,2.73436750941958
Perch,7,320.0,5.768320995793769,31.6,3.45315712059287,24.1,3.1822118404966098,15.1,2.71469474382088
Perch,7,514.0,6.24222326545517,34.0,3.5263605246161602,29.5,3.3843902633457703,17.7,2.8735646395797794
Perch,7,556.0,6.3207682942505805,36.5,3.5973122605884504,28.1,3.3357695763397004,17.5,2.86220088092947
Perch,7,840.0,6.733401891837361,37.3,3.61899332664977,30.8,3.42751468997953,20.9,3.0397491589707704
Perch,7,685.0,6.52941883826223,39.0,3.66356164612965,27.9,3.32862668882732,17.6,2.86789890204411
Perch,7,700.0,6.551080335043401,38.3,3.6454498961866,27.7,3.3214324131932904,17.6,2.86789890204411
Perch,7,700.0,6.551080335043401,39.4,3.67376581630389,27.5,3.3141860046725298,15.9,2.76631910922619
Perch,7,690.0,6.5366915975913,39.3,3.6712245188752206,26.9,3.29212628660779,16.2,2.78501124223834
Perch,7,900.0,6.802394763324309,41.4,3.72328088083127,26.9,3.29212628660779,18.1,2.89591193827178
Perch,7,650.0,6.47697236288968,41.4,3.72328088083127,26.9,3.29212628660779,14.5,2.6741486494265296
Perch,7,820.0,6.7093043402583,41.3,3.7208624999669904,30.1,3.40452517175483,17.8,2.8791984572980396
Perch,7,850.0,6.74523634948436,42.3,3.74478708605223,28.2,3.33932197794407,16.8,2.8213788864092098
Perch,7,900.0,6.802394763324309,42.5,3.74950407593037,27.6,3.3178157727231,17.0,2.83321334405622
Perch,7,1015.0,6.922643891475889,42.4,3.74714836223791,29.2,3.3741687092742403,17.6,2.86789890204411
Perch,7,820.0,6.7093043402583,42.5,3.74950407593037,26.2,3.26575941076705,15.6,2.7472709142554903
Perch,7,1100.0,7.00306545878646,44.6,3.79773385902602,28.7,3.35689712276558,15.4,2.73436750941958
Perch,7,1000.0,6.9077552789821395,45.2,3.81109708683819,26.4,3.27336401015227,16.1,2.7788192719904194
Perch,7,1100.0,7.00306545878646,45.5,3.8177123259569,27.5,3.3141860046725298,16.3,2.79116510781272
Perch,7,1000.0,6.9077552789821395,46.0,3.8286413964891,27.4,3.31054301339402,17.7,2.8735646395797794
Perch,7,1000.0,6.9077552789821395,46.6,3.8416005411316,26.8,3.28840188751681,16.3,2.79116510781272
